id_contrato,dt_contratacao,vr_financiado,vr_entrada,tx_juros_anual,prazo_meses,faixa_renda,uf,tipo_imovel,programa_social,score_credito_contratacao,ltv,fl_ever_inadimplente,qtd_meses_observados,max_dias_atraso,primeiro_mes_observado,ultimo_mes_observado
3740,2022-12-22,128622.86,27185.15,6.94,360,3 a 6 SM,RS,Usado,MCMV,795,82.55,1,24,143,2023-01-01,2024-12-01
3741,2022-12-22,102889.52,25012.32,5.21,180,3 a 6 SM,RS,Novo,MCMV,586,80.44,0,24,79,2023-01-01,2024-12-01
3742,2022-12-22,165439.08,28449.57,5.12,180,Até 3 SM,TO,Novo,MCMV,650,85.33,1,24,168,2023-01-01,2024-12-01
3743,2022-12-22,166986.11,27512.01,8.09,180,Até 3 SM,RS,Usado,FGTS,525,85.85,0,24,64,2023-01-01,2024-12-01
3744,2022-12-23,190053.86,31380.61,5.03,180,Até 3 SM,PE,Novo,MCMV,581,85.83,0,24,20,2023-01-01,2024-12-01
3745,2022-12-23,200000.0,28234.79,9.73,300,3 a 6 SM,SC,Usado,Livre,607,87.63,1,24,173,2023-01-01,2024-12-01
3746,2022-12-23,327365.94,71544.13,11.5,360,6 a 10 SM,SC,Usado,Livre,723,82.07,1,24,154,2023-01-01,2024-12-01
3747,2022-12-23,200000.0,48719.86,9.85,360,3 a 6 SM,RJ,Usado,Livre,672,80.41,0,24,75,2023-01-01,2024-12-01
3748,2022-12-23,408547.65,127352.08,7.57,240,6 a 10 SM,MG,Usado,FGTS,767,76.24,1,24,167,2023-01-01,2024-12-01
3749,2022-12-23,200000.0,29658.08,11.54,300,3 a 6 SM,SP,Usado,Livre,633,87.09,1,24,163,2023-01-01,2024-12-01
3750,2022-12-23,193804.8,30571.25,9.14,360,Até 3 SM,PR,Novo,FGTS,614,86.37,1,24,165,2023-01-01,2024-12-01
3751,2022-12-23,99442.6,22427.24,4.47,240,3 a 6 SM,RS,Novo,MCMV,744,81.6,0,24,88,2023-01-01,2024-12-01
3752,2022-12-23,126235.74,16952.94,6.74,180,Até 3 SM,SP,Usado,MCMV,538,88.16,1,24,143,2023-01-01,2024-12-01
3753,2022-12-23,173618.53,49945.01,8.88,180,6 a 10 SM,SC,Usado,FGTS,777,77.66,1,24,109,2023-01-01,2024-12-01
3754,2022-12-24,210874.4,43312.28,9.31,360,3 a 6 SM,BA,Novo,Livre,514,82.96,1,24,99,2023-01-01,2024-12-01
3755,2022-12-24,143986.63,27223.86,5.54,300,3 a 6 SM,MG,Usado,MCMV,719,84.1,0,24,34,2023-01-01,2024-12-01
3756,2022-12-24,104981.52,14646.82,7.27,120,Até 3 SM,PI,Usado,FGTS,673,87.76,0,24,71,2023-01-01,2024-12-01
3757,2022-12-24,98368.8,17567.92,4.06,300,3 a 6 SM,MA,Usado,MCMV,630,84.85,1,24,95,2023-01-01,2024-12-01
3758,2022-12-24,189994.35,49761.42,8.54,300,Acima de 10 SM,GO,Usado,FGTS,844,79.24,0,24,75,2023-01-01,2024-12-01
3759,2022-12-24,121319.44,17953.99,8.78,360,3 a 6 SM,MT,Usado,FGTS,763,87.11,1,24,148,2023-01-01,2024-12-01
3760,2022-12-25,262853.87,71477.95,7.06,300,Acima de 10 SM,MG,Usado,FGTS,647,78.62,0,24,63,2023-01-01,2024-12-01
3761,2022-12-25,259714.09,51762.02,9.11,240,3 a 6 SM,SP,Novo,Livre,600,83.38,1,24,126,2023-01-01,2024-12-01
3762,2022-12-25,278738.81,57281.96,8.91,240,6 a 10 SM,SP,Usado,Livre,707,82.95,1,24,121,2023-01-01,2024-12-01
3763,2022-12-25,156123.39,19969.83,6.89,240,Até 3 SM,SP,Novo,MCMV,521,88.66,0,24,52,2023-01-01,2024-12-01
3764,2022-12-25,250000.0,78119.24,8.95,360,6 a 10 SM,SP,Usado,Livre,703,76.19,1,24,174,2023-01-01,2024-12-01
3765,2022-12-25,213490.42,37485.74,9.04,300,3 a 6 SM,SP,Novo,FGTS,572,85.06,0,24,44,2023-01-01,2024-12-01
3766,2022-12-25,239322.58,38994.78,8.72,240,3 a 6 SM,RS,Usado,Livre,588,85.99,1,24,137,2023-01-01,2024-12-01
3767,2022-12-25,89361.85,12913.58,6.85,180,3 a 6 SM,AC,Novo,MCMV,660,87.37,1,24,138,2023-01-01,2024-12-01
3768,2022-12-25,123863.26,17673.26,7.7,300,Até 3 SM,RJ,Novo,FGTS,622,87.51,0,24,61,2023-01-01,2024-12-01
3769,2022-12-25,233628.2,72489.78,8.17,300,6 a 10 SM,RN,Usado,FGTS,846,76.32,0,24,50,2023-01-01,2024-12-01
3770,2022-12-25,196513.48,48373.58,9.32,240,3 a 6 SM,BA,Novo,FGTS,609,80.25,1,24,110,2023-01-01,2024-12-01
3771,2022-12-25,99523.63,13826.31,6.27,300,Até 3 SM,MG,Usado,MCMV,659,87.8,0,24,81,2023-01-01,2024-12-01
3772,2022-12-25,258673.28,75963.03,9.28,240,6 a 10 SM,SP,Usado,FGTS,594,77.3,0,24,76,2023-01-01,2024-12-01
3773,2022-12-26,130544.26,22742.32,9.14,360,3 a 6 SM,MG,Novo,FGTS,633,85.16,0,24,66,2023-01-01,2024-12-01
3774,2022-12-26,302097.32,57296.12,8.78,120,6 a 10 SM,MG,Usado,FGTS,810,84.06,0,24,86,2023-01-01,2024-12-01
3775,2022-12-26,208159.11,28883.38,11.57,360,3 a 6 SM,ES,Novo,Livre,506,87.82,1,24,172,2023-01-01,2024-12-01
3776,2022-12-26,136399.51,18069.96,4.16,360,Até 3 SM,DF,Usado,MCMV,552,88.3,0,24,60,2023-01-01,2024-12-01
3777,2022-12-26,250205.54,71591.34,7.56,300,6 a 10 SM,RJ,Novo,FGTS,637,77.75,0,24,36,2023-01-01,2024-12-01
3778,2022-12-26,83830.74,10605.39,5.63,300,Até 3 SM,SP,Usado,MCMV,551,88.77,1,24,161,2023-01-01,2024-12-01
3779,2022-12-26,174083.25,41553.49,8.22,180,3 a 6 SM,SP,Usado,FGTS,532,80.73,1,24,159,2023-01-01,2024-12-01
3780,2022-12-26,156119.44,33826.16,6.7,360,3 a 6 SM,SP,Usado,MCMV,637,82.19,1,24,133,2023-01-01,2024-12-01
3781,2022-12-26,200000.0,45472.41,10.11,120,3 a 6 SM,PE,Novo,Livre,730,81.48,1,24,101,2023-01-01,2024-12-01
3782,2022-12-26,139753.87,22744.91,4.5,180,Até 3 SM,MT,Usado,MCMV,557,86.0,1,24,155,2023-01-01,2024-12-01
3783,2022-12-26,159147.34,33096.41,6.8,180,3 a 6 SM,PR,Usado,MCMV,602,82.78,1,24,131,2023-01-01,2024-12-01
3784,2022-12-26,178077.61,28413.83,8.97,300,3 a 6 SM,PE,Usado,FGTS,625,86.24,1,24,130,2023-01-01,2024-12-01
3785,2022-12-26,124064.54,19156.72,7.3,180,3 a 6 SM,SP,Usado,FGTS,632,86.62,1,24,132,2023-01-01,2024-12-01
3786,2022-12-26,99998.08,21545.96,5.9,360,3 a 6 SM,SP,Novo,MCMV,653,82.27,1,24,113,2023-01-01,2024-12-01
3787,2022-12-26,164180.78,26337.22,8.13,300,Até 3 SM,BA,Usado,FGTS,575,86.18,1,24,178,2023-01-01,2024-12-01
3788,2022-12-27,112793.22,13155.98,8.14,360,Até 3 SM,SP,Novo,FGTS,587,89.55,1,24,147,2023-01-01,2024-12-01
3789,2022-12-27,279941.06,68732.43,8.67,240,6 a 10 SM,SP,Usado,FGTS,900,80.29,0,24,22,2023-01-01,2024-12-01
3790,2022-12-27,88027.31,16066.66,6.78,180,3 a 6 SM,MG,Usado,MCMV,624,84.57,1,24,112,2023-01-01,2024-12-01
3791,2022-12-27,161050.1,23846.53,6.92,240,3 a 6 SM,ES,Usado,MCMV,640,87.1,0,24,53,2023-01-01,2024-12-01
3792,2022-12-27,188216.04,25897.13,8.68,360,3 a 6 SM,CE,Usado,FGTS,707,87.9,0,24,24,2023-01-01,2024-12-01
3793,2022-12-27,132232.73,19091.04,7.65,360,Até 3 SM,RJ,Usado,FGTS,579,87.38,0,24,85,2023-01-01,2024-12-01
3794,2022-12-27,133563.95,18917.56,6.24,300,3 a 6 SM,PB,Usado,MCMV,829,87.59,0,24,76,2023-01-01,2024-12-01
3795,2022-12-27,254188.05,50257.53,9.19,360,6 a 10 SM,SC,Usado,FGTS,748,83.49,0,24,39,2023-01-01,2024-12-01
3796,2022-12-27,242214.55,53681.59,9.92,120,3 a 6 SM,BA,Novo,Livre,720,81.86,0,24,70,2023-01-01,2024-12-01
3797,2022-12-27,261694.05,60531.02,8.07,360,6 a 10 SM,CE,Usado,FGTS,693,81.21,1,24,97,2023-01-01,2024-12-01
3798,2022-12-27,136500.21,15375.98,4.35,180,Até 3 SM,RJ,Usado,MCMV,668,89.88,0,24,90,2023-01-01,2024-12-01
3799,2022-12-27,224372.07,33785.49,9.36,240,Até 3 SM,RJ,Usado,FGTS,476,86.91,1,24,139,2023-01-01,2024-12-01
3800,2022-12-27,437398.66,86963.27,9.49,180,6 a 10 SM,GO,Novo,Livre,663,83.42,1,24,163,2023-01-01,2024-12-01
3801,2022-12-27,316613.55,68251.41,10.94,300,6 a 10 SM,SP,Usado,Livre,660,82.27,0,24,75,2023-01-01,2024-12-01
3802,2022-12-28,247028.58,73943.88,8.67,300,Acima de 10 SM,RS,Novo,FGTS,749,76.96,0,24,23,2023-01-01,2024-12-01
3803,2022-12-28,515941.55,106590.15,11.09,120,6 a 10 SM,RS,Usado,Livre,550,82.88,1,24,123,2023-01-01,2024-12-01
3804,2022-12-28,220297.8,43418.46,8.87,240,6 a 10 SM,BA,Usado,FGTS,768,83.54,1,24,142,2023-01-01,2024-12-01
3805,2022-12-28,245143.08,51651.97,9.25,240,6 a 10 SM,RS,Usado,FGTS,635,82.6,1,24,148,2023-01-01,2024-12-01
3806,2022-12-28,143780.79,24840.8,7.78,120,Até 3 SM,RJ,Novo,FGTS,572,85.27,1,24,105,2023-01-01,2024-12-01
3807,2022-12-28,185109.31,26399.62,9.04,360,Até 3 SM,BA,Usado,FGTS,622,87.52,1,24,120,2023-01-01,2024-12-01
3808,2022-12-28,164282.44,19029.71,8.52,300,Até 3 SM,MG,Novo,FGTS,517,89.62,0,24,0,2023-01-01,2024-12-01
3809,2023-01-01,110106.7,17063.4,4.23,240,3 a 6 SM,RR,Usado,MCMV,716,86.58,1,23,107,2023-02-01,2024-12-01
3810,2023-01-01,131836.69,16469.04,9.16,360,Até 3 SM,MG,Usado,FGTS,510,88.9,1,23,146,2023-02-01,2024-12-01
3811,2023-01-01,194105.53,34855.31,8.21,180,6 a 10 SM,CE,Usado,FGTS,756,84.78,0,23,57,2023-02-01,2024-12-01
3812,2023-01-01,248391.68,58628.61,9.0,240,3 a 6 SM,SP,Novo,FGTS,693,80.9,0,23,59,2023-02-01,2024-12-01
3813,2023-01-01,257388.75,57118.83,8.75,180,6 a 10 SM,SC,Novo,FGTS,790,81.84,0,23,65,2023-02-01,2024-12-01
3814,2023-01-01,206693.18,56656.27,7.66,300,6 a 10 SM,PE,Novo,FGTS,880,78.49,1,23,137,2023-02-01,2024-12-01
3815,2023-01-01,276653.2,55727.85,10.2,360,3 a 6 SM,SP,Usado,Livre,731,83.23,0,23,85,2023-02-01,2024-12-01
3816,2023-01-01,101572.55,13809.77,4.12,360,Até 3 SM,AL,Novo,MCMV,581,88.03,0,23,48,2023-02-01,2024-12-01
3817,2023-01-01,109944.4,26221.99,6.98,300,3 a 6 SM,MG,Novo,MCMV,620,80.74,1,23,126,2023-02-01,2024-12-01
3818,2023-01-02,232651.31,40155.59,8.72,120,Até 3 SM,SP,Usado,FGTS,496,85.28,1,23,126,2023-02-01,2024-12-01
3819,2023-01-02,105603.41,20611.91,4.77,300,3 a 6 SM,MG,Novo,MCMV,716,83.67,1,23,143,2023-02-01,2024-12-01
3820,2023-01-02,155652.09,24008.37,7.03,240,Até 3 SM,TO,Usado,FGTS,603,86.64,0,23,40,2023-02-01,2024-12-01
3821,2023-01-02,173073.35,23980.39,7.88,360,3 a 6 SM,CE,Usado,FGTS,631,87.83,0,23,83,2023-02-01,2024-12-01
3822,2023-01-02,153687.78,26878.7,8.53,300,3 a 6 SM,SP,Novo,FGTS,675,85.11,0,23,47,2023-02-01,2024-12-01
3823,2023-01-02,188506.99,30985.95,9.43,120,Até 3 SM,AL,Usado,FGTS,487,85.88,1,23,117,2023-02-01,2024-12-01
3824,2023-01-02,166266.98,39061.14,9.17,240,3 a 6 SM,CE,Usado,FGTS,588,80.98,1,23,125,2023-02-01,2024-12-01
3825,2023-01-02,247081.38,44650.45,8.09,300,6 a 10 SM,MG,Novo,FGTS,771,84.69,0,23,67,2023-02-01,2024-12-01
3826,2023-01-02,153267.63,32975.92,4.87,300,3 a 6 SM,DF,Usado,MCMV,619,82.29,0,23,59,2023-02-01,2024-12-01
3827,2023-01-02,187462.72,53236.08,7.36,360,6 a 10 SM,AL,Novo,FGTS,570,77.88,0,23,81,2023-02-01,2024-12-01
3828,2023-01-02,141403.98,26357.01,6.17,360,3 a 6 SM,RN,Usado,MCMV,769,84.29,1,23,143,2023-02-01,2024-12-01
3829,2023-01-02,235605.29,77925.31,8.46,120,6 a 10 SM,AM,Novo,FGTS,709,75.15,0,23,21,2023-02-01,2024-12-01
3830,2023-01-02,100000.0,22856.35,8.33,300,3 a 6 SM,BA,Usado,FGTS,614,81.4,0,23,70,2023-02-01,2024-12-01
3831,2023-01-02,371073.26,98649.09,8.16,240,6 a 10 SM,RJ,Usado,FGTS,585,79.0,1,23,113,2023-02-01,2024-12-01
3832,2023-01-02,391533.27,80479.37,8.98,300,6 a 10 SM,BA,Novo,FGTS,799,82.95,0,23,41,2023-02-01,2024-12-01
3833,2023-01-02,98795.79,21350.78,6.35,180,3 a 6 SM,CE,Novo,MCMV,715,82.23,1,23,170,2023-02-01,2024-12-01
3834,2023-01-02,124049.19,23927.01,9.29,240,3 a 6 SM,AP,Usado,FGTS,636,83.83,0,23,74,2023-02-01,2024-12-01
3835,2023-01-02,241054.78,55888.43,11.68,240,3 a 6 SM,MA,Usado,Livre,760,81.18,1,23,130,2023-02-01,2024-12-01
3836,2023-01-02,243877.22,35123.78,9.2,120,3 a 6 SM,GO,Usado,FGTS,644,87.41,1,23,161,2023-02-01,2024-12-01
3837,2023-01-03,131968.18,18031.43,7.08,180,Até 3 SM,SP,Novo,FGTS,536,87.98,1,23,104,2023-02-01,2024-12-01
3838,2023-01-03,322315.82,120956.8,9.19,360,Acima de 10 SM,SP,Novo,FGTS,804,72.71,1,23,112,2023-02-01,2024-12-01
3839,2023-01-03,210804.68,41557.72,8.69,120,6 a 10 SM,MT,Usado,FGTS,836,83.53,0,23,68,2023-02-01,2024-12-01
3840,2023-01-03,107312.98,14846.05,9.31,120,Até 3 SM,SE,Novo,FGTS,500,87.85,1,23,140,2023-02-01,2024-12-01
3841,2023-01-03,108989.74,14216.44,6.53,300,Até 3 SM,GO,Usado,MCMV,532,88.46,1,23,139,2023-02-01,2024-12-01
3842,2023-01-03,500000.0,163294.92,7.9,300,Acima de 10 SM,RS,Novo,FGTS,700,75.38,0,23,58,2023-02-01,2024-12-01
3843,2023-01-03,200000.0,34606.71,11.97,120,3 a 6 SM,MG,Novo,Livre,705,85.25,1,23,161,2023-02-01,2024-12-01
3844,2023-01-03,116240.38,16441.28,8.92,240,Até 3 SM,MG,Usado,FGTS,598,87.61,1,23,156,2023-02-01,2024-12-01
3845,2023-01-03,261271.15,48436.11,7.26,180,6 a 10 SM,GO,Usado,FGTS,612,84.36,0,23,22,2023-02-01,2024-12-01
3846,2023-01-03,134644.26,18904.26,6.01,240,Até 3 SM,BA,Usado,MCMV,559,87.69,1,23,110,2023-02-01,2024-12-01
3847,2023-01-03,115894.7,17195.66,5.94,180,3 a 6 SM,GO,Novo,MCMV,719,87.08,0,23,0,2023-02-01,2024-12-01
3848,2023-01-03,108385.64,18296.47,8.93,120,3 a 6 SM,CE,Novo,FGTS,747,85.56,0,23,53,2023-02-01,2024-12-01
3849,2023-01-03,145519.88,21258.33,4.1,180,3 a 6 SM,RS,Usado,MCMV,605,87.25,1,23,175,2023-02-01,2024-12-01
3850,2023-01-03,320958.12,71532.28,9.29,360,6 a 10 SM,AM,Novo,FGTS,772,81.77,0,23,36,2023-02-01,2024-12-01
3851,2023-01-03,199738.29,24721.42,7.03,240,Até 3 SM,PR,Usado,FGTS,548,88.99,1,23,142,2023-02-01,2024-12-01
3852,2023-01-03,142591.14,25413.41,9.01,240,3 a 6 SM,CE,Usado,FGTS,643,84.87,1,23,177,2023-02-01,2024-12-01
3853,2023-01-04,111988.4,16190.94,4.5,300,Até 3 SM,SP,Novo,MCMV,577,87.37,1,23,162,2023-02-01,2024-12-01
3854,2023-01-04,388190.72,93575.21,8.1,300,6 a 10 SM,RN,Usado,FGTS,647,80.58,1,23,138,2023-02-01,2024-12-01
3855,2023-01-04,136550.26,22882.8,4.0,300,Até 3 SM,MG,Usado,MCMV,543,85.65,1,23,127,2023-02-01,2024-12-01
3856,2023-01-04,185106.49,27112.97,8.59,120,Até 3 SM,PE,Usado,FGTS,529,87.22,1,23,99,2023-02-01,2024-12-01
3857,2023-01-04,200000.0,38037.33,11.55,180,3 a 6 SM,BA,Usado,Livre,565,84.02,0,23,54,2023-02-01,2024-12-01
3858,2023-01-04,118314.77,16499.82,5.66,240,Até 3 SM,SP,Novo,MCMV,640,87.76,1,23,144,2023-02-01,2024-12-01
3859,2023-01-04,188619.5,78719.38,9.0,360,Acima de 10 SM,MT,Novo,FGTS,712,70.55,1,23,136,2023-02-01,2024-12-01
3860,2023-01-04,110789.61,15881.64,9.11,360,Até 3 SM,PA,Novo,FGTS,668,87.46,0,23,72,2023-02-01,2024-12-01
3861,2023-01-04,105136.99,14491.88,6.98,360,Até 3 SM,PE,Novo,MCMV,616,87.89,0,23,65,2023-02-01,2024-12-01
3862,2023-01-04,251661.22,57119.31,8.33,360,6 a 10 SM,RS,Novo,FGTS,671,81.5,1,23,121,2023-02-01,2024-12-01
3863,2023-01-04,202593.4,62919.21,8.42,300,6 a 10 SM,MG,Novo,FGTS,694,76.3,0,23,42,2023-02-01,2024-12-01
3864,2023-01-04,191627.41,30329.08,6.17,360,Até 3 SM,BA,Usado,MCMV,497,86.34,0,23,84,2023-02-01,2024-12-01
3865,2023-01-04,137339.02,17911.06,9.19,240,Até 3 SM,SP,Novo,FGTS,502,88.46,1,23,176,2023-02-01,2024-12-01
3866,2023-01-05,400684.75,102108.87,7.34,300,Acima de 10 SM,PB,Usado,FGTS,643,79.69,1,23,109,2023-02-01,2024-12-01
3867,2023-01-05,211328.92,28088.26,8.08,300,Até 3 SM,MG,Usado,FGTS,619,88.27,1,23,104,2023-02-01,2024-12-01
3868,2023-01-05,269803.6,30754.22,8.0,300,Até 3 SM,RS,Novo,FGTS,677,89.77,1,23,123,2023-02-01,2024-12-01
3869,2023-01-05,134068.12,17039.3,4.67,360,Até 3 SM,SP,Usado,MCMV,573,88.72,0,23,86,2023-02-01,2024-12-01
3870,2023-01-05,161780.89,36597.94,5.55,300,3 a 6 SM,PR,Novo,MCMV,862,81.55,1,23,161,2023-02-01,2024-12-01
3871,2023-01-05,126987.67,25318.85,8.66,120,3 a 6 SM,PR,Usado,FGTS,566,83.38,1,23,124,2023-02-01,2024-12-01
3872,2023-01-05,200000.0,48445.53,8.91,300,3 a 6 SM,PE,Usado,Livre,636,80.5,0,23,25,2023-02-01,2024-12-01
3873,2023-01-05,127415.01,21394.56,8.83,360,3 a 6 SM,RS,Usado,FGTS,559,85.62,1,23,99,2023-02-01,2024-12-01
3874,2023-01-05,236070.32,44671.75,10.47,360,3 a 6 SM,SP,Novo,Livre,659,84.09,0,23,46,2023-02-01,2024-12-01
3875,2023-01-05,219178.73,65223.97,7.02,240,6 a 10 SM,AM,Usado,FGTS,610,77.07,0,23,27,2023-02-01,2024-12-01
3876,2023-01-05,124697.58,21297.86,8.04,360,3 a 6 SM,CE,Usado,FGTS,658,85.41,1,23,127,2023-02-01,2024-12-01
3877,2023-01-05,309752.36,86846.08,10.54,120,Acima de 10 SM,MA,Usado,Livre,594,78.1,1,23,114,2023-02-01,2024-12-01
3878,2023-01-06,81512.94,13167.04,5.94,360,3 a 6 SM,SP,Novo,MCMV,727,86.09,1,23,163,2023-02-01,2024-12-01
3879,2023-01-06,200000.0,43324.86,9.35,240,3 a 6 SM,RS,Novo,Livre,612,82.19,0,23,63,2023-02-01,2024-12-01
3880,2023-01-06,200000.0,43066.67,10.18,360,3 a 6 SM,SP,Usado,Livre,649,82.28,1,23,171,2023-02-01,2024-12-01
3881,2023-01-06,190161.05,21326.41,9.39,360,Até 3 SM,ES,Usado,FGTS,617,89.92,1,23,150,2023-02-01,2024-12-01
3882,2023-01-06,245547.52,50336.31,7.38,120,6 a 10 SM,MA,Novo,FGTS,671,82.99,1,23,114,2023-02-01,2024-12-01
3883,2023-01-06,264241.61,50116.26,10.2,300,3 a 6 SM,SP,Usado,Livre,584,84.06,1,23,123,2023-02-01,2024-12-01
3884,2023-01-06,372735.69,100420.39,7.11,360,6 a 10 SM,SP,Usado,FGTS,672,78.78,1,23,104,2023-02-01,2024-12-01
3885,2023-01-06,90461.41,13847.52,4.31,360,Até 3 SM,RN,Usado,MCMV,610,86.72,0,23,58,2023-02-01,2024-12-01
3886,2023-01-06,138359.08,20598.26,8.15,360,3 a 6 SM,SP,Usado,FGTS,740,87.04,1,23,156,2023-02-01,2024-12-01
3887,2023-01-06,319505.33,126770.22,7.59,120,Acima de 10 SM,PE,Novo,FGTS,806,71.59,0,23,38,2023-02-01,2024-12-01
3888,2023-01-06,254244.92,52687.72,8.1,240,6 a 10 SM,SP,Usado,FGTS,628,82.83,1,23,124,2023-02-01,2024-12-01
3889,2023-01-06,129054.74,19429.98,4.39,360,Até 3 SM,SC,Usado,MCMV,463,86.91,1,23,175,2023-02-01,2024-12-01
3890,2023-01-06,100000.0,22020.18,7.97,300,3 a 6 SM,PE,Novo,FGTS,622,81.95,0,23,59,2023-02-01,2024-12-01
3891,2023-01-06,267334.92,52821.27,9.19,360,6 a 10 SM,RJ,Novo,FGTS,576,83.5,1,23,144,2023-02-01,2024-12-01
3892,2023-01-06,80000.0,19410.82,6.19,300,3 a 6 SM,AM,Usado,MCMV,618,80.47,0,23,37,2023-02-01,2024-12-01
3893,2023-01-06,129764.52,19261.64,9.44,300,Até 3 SM,MT,Usado,FGTS,606,87.07,0,23,85,2023-02-01,2024-12-01
3894,2023-01-06,138268.87,20505.23,4.18,360,3 a 6 SM,PB,Novo,MCMV,551,87.09,1,23,128,2023-02-01,2024-12-01
3895,2023-01-06,190267.33,21202.69,4.46,120,Até 3 SM,MG,Novo,MCMV,516,89.97,0,23,77,2023-02-01,2024-12-01
3896,2023-01-07,183976.5,22038.31,6.05,360,Até 3 SM,RJ,Novo,MCMV,494,89.3,0,23,45,2023-02-01,2024-12-01
3897,2023-01-07,234441.73,71942.85,8.19,180,6 a 10 SM,PB,Novo,FGTS,725,76.52,0,23,89,2023-02-01,2024-12-01
3898,2023-01-07,158091.33,24885.9,9.4,360,Até 3 SM,PR,Novo,FGTS,496,86.4,1,23,166,2023-02-01,2024-12-01
3899,2023-01-07,200000.0,35696.24,10.97,360,3 a 6 SM,RJ,Novo,Livre,520,84.85,1,23,155,2023-02-01,2024-12-01
3900,2023-01-07,176657.99,36132.89,8.4,240,3 a 6 SM,SP,Usado,FGTS,610,83.02,0,23,43,2023-02-01,2024-12-01
3901,2023-01-07,136209.88,23067.34,8.58,360,Até 3 SM,SC,Usado,FGTS,521,85.52,1,23,106,2023-02-01,2024-12-01
3902,2023-01-07,331941.96,122465.4,9.87,120,Acima de 10 SM,BA,Novo,Livre,879,73.05,0,23,17,2023-02-01,2024-12-01
3903,2023-01-07,245708.41,44356.8,9.16,240,3 a 6 SM,GO,Novo,FGTS,699,84.71,0,23,60,2023-02-01,2024-12-01
3904,2023-01-07,237518.07,71028.72,9.25,120,Acima de 10 SM,RJ,Novo,FGTS,815,76.98,1,23,137,2023-02-01,2024-12-01
3905,2023-01-07,487357.94,104268.5,9.36,240,6 a 10 SM,SP,Usado,Livre,758,82.38,0,23,47,2023-02-01,2024-12-01
3906,2023-01-07,107239.69,13428.42,5.33,300,Até 3 SM,RS,Usado,MCMV,517,88.87,1,23,135,2023-02-01,2024-12-01
3907,2023-01-07,163655.79,37573.96,9.41,360,6 a 10 SM,BA,Novo,FGTS,825,81.33,1,23,140,2023-02-01,2024-12-01
3908,2023-01-07,166897.71,30273.28,7.39,360,3 a 6 SM,SP,Novo,FGTS,667,84.65,1,23,139,2023-02-01,2024-12-01
3909,2023-01-07,226543.7,36743.24,8.72,360,Até 3 SM,MG,Novo,FGTS,704,86.04,0,23,47,2023-02-01,2024-12-01
3910,2023-01-07,200025.88,34796.34,8.53,300,Até 3 SM,RJ,Usado,FGTS,466,85.18,1,23,166,2023-02-01,2024-12-01
3911,2023-01-08,162347.26,20012.19,7.94,120,Até 3 SM,MG,Novo,FGTS,590,89.03,0,23,79,2023-02-01,2024-12-01
3912,2023-01-08,268152.16,48409.94,7.3,360,6 a 10 SM,SP,Usado,FGTS,848,84.71,1,23,130,2023-02-01,2024-12-01
3913,2023-01-08,169553.32,42399.06,8.83,180,6 a 10 SM,SP,Novo,FGTS,505,80.0,0,23,62,2023-02-01,2024-12-01
3914,2023-01-08,114519.31,16027.43,4.74,360,Até 3 SM,MG,Usado,MCMV,692,87.72,1,23,142,2023-02-01,2024-12-01
3915,2023-01-08,237516.76,74622.87,8.06,300,Acima de 10 SM,BA,Usado,FGTS,616,76.09,0,23,62,2023-02-01,2024-12-01
3916,2023-01-08,287045.16,58980.11,9.02,360,6 a 10 SM,PB,Novo,FGTS,710,82.95,0,23,40,2023-02-01,2024-12-01
3917,2023-01-08,211278.34,39914.99,8.15,240,3 a 6 SM,RO,Novo,FGTS,721,84.11,0,23,51,2023-02-01,2024-12-01
3918,2023-01-08,165932.56,28264.81,7.63,240,3 a 6 SM,GO,Novo,FGTS,716,85.45,1,23,110,2023-02-01,2024-12-01
3919,2023-01-08,217081.86,32110.07,7.67,300,Até 3 SM,SC,Usado,FGTS,634,87.11,0,23,22,2023-02-01,2024-12-01
3920,2023-01-08,135743.39,30370.97,8.94,120,3 a 6 SM,PR,Usado,FGTS,628,81.72,1,23,135,2023-02-01,2024-12-01
3921,2023-01-08,268660.88,47411.33,10.37,300,6 a 10 SM,RJ,Usado,Livre,533,85.0,0,23,39,2023-02-01,2024-12-01
3922,2023-01-08,242110.86,35649.86,9.14,120,3 a 6 SM,MS,Usado,Livre,687,87.17,0,23,76,2023-02-01,2024-12-01
3923,2023-01-08,114073.23,14030.39,4.16,360,Até 3 SM,SP,Novo,MCMV,641,89.05,1,23,128,2023-02-01,2024-12-01
3924,2023-01-08,223544.95,50827.31,7.1,180,6 a 10 SM,PA,Novo,FGTS,732,81.48,1,23,138,2023-02-01,2024-12-01
3925,2023-01-08,82439.43,11418.17,4.85,120,3 a 6 SM,MT,Novo,MCMV,545,87.83,0,23,27,2023-02-01,2024-12-01
3926,2023-01-08,158393.56,23242.68,4.38,120,Até 3 SM,AM,Usado,MCMV,607,87.2,1,23,138,2023-02-01,2024-12-01
3927,2023-01-08,224342.56,29712.8,8.4,120,Até 3 SM,SP,Usado,FGTS,537,88.3,0,23,54,2023-02-01,2024-12-01
3928,2023-01-08,137257.31,21805.55,8.55,180,3 a 6 SM,MA,Usado,FGTS,503,86.29,0,23,60,2023-02-01,2024-12-01
3929,2023-01-09,88943.37,15113.49,6.06,180,3 a 6 SM,RJ,Usado,MCMV,692,85.48,1,23,164,2023-02-01,2024-12-01
