id_contrato,dt_contratacao,vr_financiado,vr_entrada,tx_juros_anual,prazo_meses,faixa_renda,uf,tipo_imovel,programa_social,score_credito_contratacao,ltv,fl_ever_inadimplente,primeiro_mes_observado,ultimo_mes_observado,qtd_meses_observados,max_dias_atraso,regiao,score_100,ltv_10pp,prazo_5anos,log_vr_financiado
5669,2023-05-10,313150.75,93495.37,9.46,360,6 a 10 SM,AL,Usado,FGTS,716,77.01,1,2023-06-01,2024-12-01,19,133,Nordeste,7.16,7.7010000000000005,6.0,12.654439982969052
5670,2023-05-10,101639.77,21974.71,8.4,360,3 a 6 SM,RJ,Usado,FGTS,675,82.22,0,2023-06-01,2024-12-01,19,0,Sudeste,6.75,8.222,6.0,11.529190174542913
5671,2023-05-10,329065.07,56861.43,9.48,300,3 a 6 SM,AL,Novo,FGTS,556,85.27,1,2023-06-01,2024-12-01,19,167,Nordeste,5.56,8.527,5.0,12.70401079134641
5672,2023-05-10,351293.62,110971.99,7.45,300,6 a 10 SM,SP,Usado,FGTS,686,75.99,1,2023-06-01,2024-12-01,19,146,Sudeste,6.86,7.598999999999999,5.0,12.769377676973148
5673,2023-05-10,188591.66,60708.19,9.32,300,6 a 10 SM,GO,Usado,FGTS,817,75.65,1,2023-06-01,2024-12-01,19,142,Centro-Oeste,8.17,7.565,5.0,12.147339427631096
5674,2023-05-10,263817.43,61889.41,9.35,300,6 a 10 SM,CE,Usado,FGTS,674,81.0,0,2023-06-01,2024-12-01,19,72,Nordeste,6.74,8.1,5.0,12.483012589865051
5675,2023-05-11,150000.0,48311.43,9.49,360,Acima de 10 SM,BA,Usado,FGTS,828,75.64,0,2023-06-01,2024-12-01,19,65,Nordeste,8.28,7.564,6.0,11.918390573078392
5676,2023-05-11,105759.88,14810.56,6.59,300,Até 3 SM,PB,Usado,MCMV,536,87.72,0,2023-06-01,2024-12-01,19,49,Nordeste,5.36,8.772,5.0,11.56892652044039
5677,2023-05-11,173839.91,28615.46,7.26,120,Até 3 SM,RJ,Usado,FGTS,588,85.87,1,2023-06-01,2024-12-01,19,155,Sudeste,5.88,8.587,2.0,12.065890097212735
5678,2023-05-11,319808.26,125034.46,8.76,300,Acima de 10 SM,MS,Usado,FGTS,885,71.89,1,2023-06-01,2024-12-01,19,166,Centro-Oeste,8.85,7.189,5.0,12.675476907691339
5679,2023-05-11,206940.75,66811.91,8.89,240,6 a 10 SM,SP,Novo,FGTS,829,75.59,0,2023-06-01,2024-12-01,19,60,Sudeste,8.29,7.559,4.0,12.240187799391284
5680,2023-05-11,100000.0,13712.14,7.04,300,Até 3 SM,SP,Novo,FGTS,567,87.94,1,2023-06-01,2024-12-01,19,166,Sudeste,5.67,8.794,5.0,11.512925464970229
5681,2023-05-11,162618.11,22166.56,6.66,180,Até 3 SM,GO,Novo,MCMV,799,88.0,1,2023-06-01,2024-12-01,19,101,Centro-Oeste,7.99,8.8,3.0,11.999159847507597
5682,2023-05-11,128671.14,25242.85,6.13,300,3 a 6 SM,RS,Usado,MCMV,674,83.6,0,2023-06-01,2024-12-01,19,36,Sul,6.74,8.36,5.0,11.765015126013884
5683,2023-05-11,131241.48,21706.99,5.75,240,Até 3 SM,MS,Usado,MCMV,556,85.81,1,2023-06-01,2024-12-01,19,161,Centro-Oeste,5.56,8.581,4.0,11.784794264061132
5684,2023-05-11,156457.2,25752.57,8.18,360,3 a 6 SM,PI,Novo,FGTS,595,85.87,1,2023-06-01,2024-12-01,19,137,Nordeste,5.95,8.587,6.0,11.960537769131092
5685,2023-05-11,102586.04,19030.48,6.34,180,3 a 6 SM,MS,Novo,MCMV,598,84.35,1,2023-06-01,2024-12-01,19,123,Centro-Oeste,5.98,8.434999999999999,3.0,11.538457140083313
5686,2023-05-11,96980.13,15698.7,4.22,180,Até 3 SM,GO,Novo,MCMV,474,86.07,0,2023-06-01,2024-12-01,19,44,Centro-Oeste,4.74,8.607,3.0,11.48226139114102
5687,2023-05-11,249809.39,62435.56,7.12,360,6 a 10 SM,RJ,Usado,FGTS,704,80.0,0,2023-06-01,2024-12-01,19,35,Sudeste,7.04,8.0,6.0,12.428453466039183
5688,2023-05-11,100000.0,15196.92,8.13,300,Até 3 SM,AL,Usado,FGTS,566,86.81,1,2023-06-01,2024-12-01,19,92,Nordeste,5.66,8.681000000000001,5.0,11.512925464970229
5689,2023-05-11,135878.51,18135.56,5.5,300,Até 3 SM,SP,Usado,MCMV,493,88.22,1,2023-06-01,2024-12-01,19,113,Sudeste,4.93,8.822,5.0,11.819516456656553
5690,2023-05-11,294786.45,76863.89,10.78,120,6 a 10 SM,BA,Usado,Livre,725,79.32,0,2023-06-01,2024-12-01,19,53,Nordeste,7.25,7.9319999999999995,2.0,12.594006474875977
5691,2023-05-11,175756.41,25148.14,7.14,300,3 a 6 SM,SP,Novo,FGTS,582,87.48,0,2023-06-01,2024-12-01,19,34,Sudeste,5.82,8.748000000000001,5.0,12.07685428126955
5692,2023-05-11,407588.55,68200.4,8.54,360,3 a 6 SM,PE,Novo,Livre,669,85.67,1,2023-06-01,2024-12-01,19,100,Nordeste,6.69,8.567,6.0,12.918013488670193
5693,2023-05-11,134155.26,31585.56,6.99,300,3 a 6 SM,RJ,Novo,MCMV,651,80.94,1,2023-06-01,2024-12-01,19,140,Sudeste,6.51,8.094,5.0,11.806753064924816
5694,2023-05-11,113726.44,19296.46,5.14,300,Até 3 SM,SP,Novo,MCMV,668,85.49,0,2023-06-01,2024-12-01,19,50,Sudeste,6.68,8.549,5.0,11.641551194481584
5695,2023-05-11,251114.39,45357.99,8.74,360,3 a 6 SM,RJ,Novo,FGTS,634,84.7,0,2023-06-01,2024-12-01,19,62,Sudeste,6.34,8.47,6.0,12.433663851349124
5696,2023-05-11,152920.38,25036.27,8.73,120,Até 3 SM,ES,Usado,FGTS,510,85.93,1,2023-06-01,2024-12-01,19,137,Sudeste,5.1,8.593,2.0,11.937672672766718
5697,2023-05-12,278616.81,63438.56,10.69,360,3 a 6 SM,MA,Usado,Livre,555,81.45,1,2023-06-01,2024-12-01,19,145,Nordeste,5.55,8.145,6.0,12.537592675908908
5698,2023-05-12,160011.23,26055.16,6.79,300,Até 3 SM,PA,Usado,MCMV,580,86.0,0,2023-06-01,2024-12-01,19,56,Norte,5.8,8.6,5.0,11.982999279252937
5699,2023-05-12,161535.91,32949.94,9.22,300,3 a 6 SM,SP,Usado,FGTS,583,83.06,0,2023-06-01,2024-12-01,19,69,Sudeste,5.83,8.306000000000001,5.0,11.992482749869273
5700,2023-05-12,206453.65,39892.37,7.03,300,6 a 10 SM,AM,Novo,FGTS,624,83.81,0,2023-06-01,2024-12-01,19,63,Norte,6.24,8.381,5.0,12.237831210983574
5701,2023-05-12,194162.64,44243.11,7.33,300,3 a 6 SM,PB,Usado,FGTS,781,81.44,0,2023-06-01,2024-12-01,19,52,Nordeste,7.81,8.144,5.0,12.176451437341418
5702,2023-05-12,119695.17,21902.82,5.28,300,3 a 6 SM,SP,Novo,MCMV,578,84.53,1,2023-06-01,2024-12-01,19,124,Sudeste,5.78,8.453,5.0,11.692703539854753
5703,2023-05-12,108993.5,14180.8,4.77,240,Até 3 SM,RS,Usado,MCMV,680,88.49,1,2023-06-01,2024-12-01,19,178,Sul,6.8,8.849,4.0,11.599043526405637
5704,2023-05-12,200000.0,47864.64,11.39,360,3 a 6 SM,MG,Novo,Livre,632,80.69,0,2023-06-01,2024-12-01,19,29,Sudeste,6.32,8.068999999999999,6.0,12.206072645530174
5705,2023-05-12,338394.74,117032.14,10.78,180,Acima de 10 SM,RJ,Usado,Livre,833,74.3,0,2023-06-01,2024-12-01,19,8,Sudeste,8.33,7.43,3.0,12.731968362858176
5706,2023-05-12,125124.14,25885.61,6.5,360,3 a 6 SM,AM,Usado,MCMV,593,82.86,1,2023-06-01,2024-12-01,19,112,Norte,5.93,8.286,6.0,11.737061643467028
5707,2023-05-12,97487.04,14490.61,4.18,240,Até 3 SM,PA,Novo,MCMV,568,87.06,1,2023-06-01,2024-12-01,19,107,Norte,5.68,8.706,4.0,11.48747472507396
5708,2023-05-12,109788.84,21782.85,5.46,360,3 a 6 SM,AM,Usado,MCMV,517,83.44,0,2023-06-01,2024-12-01,19,59,Norte,5.17,8.344,6.0,11.606314163547676
5709,2023-05-12,314753.17,95797.56,9.97,120,6 a 10 SM,GO,Novo,Livre,720,76.67,1,2023-06-01,2024-12-01,19,130,Centro-Oeste,7.2,7.667,2.0,12.659544023341182
5710,2023-05-12,234268.42,54909.84,8.74,240,6 a 10 SM,SC,Usado,FGTS,762,81.01,0,2023-06-01,2024-12-01,19,15,Sul,7.62,8.101,4.0,12.364222830947282
5711,2023-05-12,126308.92,15333.9,4.76,120,Até 3 SM,AL,Novo,MCMV,547,89.17,1,2023-06-01,2024-12-01,19,131,Nordeste,5.47,8.917,2.0,11.746485931339572
5712,2023-05-12,149261.18,19979.24,6.83,360,Até 3 SM,MG,Usado,MCMV,581,88.19,1,2023-06-01,2024-12-01,19,136,Sudeste,5.81,8.818999999999999,6.0,11.913452936322091
5713,2023-05-12,178909.48,23463.0,4.97,360,Até 3 SM,SC,Usado,MCMV,510,88.41,1,2023-06-01,2024-12-01,19,134,Sul,5.1,8.841,6.0,12.094635258590348
5714,2023-05-12,98786.06,17116.08,6.7,300,3 a 6 SM,GO,Usado,MCMV,689,85.23,0,2023-06-01,2024-12-01,19,37,Centro-Oeste,6.89,8.523,5.0,11.50071178066398
5715,2023-05-12,178722.59,26028.51,8.96,300,Até 3 SM,SP,Novo,FGTS,594,87.29,0,2023-06-01,2024-12-01,19,2,Sudeste,5.94,8.729000000000001,5.0,12.093590106140724
5716,2023-05-12,254908.0,92511.73,7.61,300,Acima de 10 SM,MG,Usado,FGTS,671,73.37,0,2023-06-01,2024-12-01,19,26,Sudeste,6.71,7.337000000000001,5.0,12.448657974728519
5717,2023-05-12,391780.5,125242.17,9.11,240,6 a 10 SM,PB,Novo,Livre,655,75.78,1,2023-06-01,2024-12-01,19,95,Nordeste,6.55,7.578,4.0,12.87845701296303
5718,2023-05-13,87234.67,10338.97,6.09,300,Até 3 SM,MG,Usado,MCMV,586,89.4,1,2023-06-01,2024-12-01,19,146,Sudeste,5.86,8.940000000000001,5.0,11.376357122621537
5719,2023-05-13,116073.99,25104.95,5.88,360,3 a 6 SM,RS,Novo,MCMV,727,82.22,0,2023-06-01,2024-12-01,19,12,Sul,7.27,8.222,6.0,11.661983111579536
5720,2023-05-13,200000.0,34125.84,9.06,300,3 a 6 SM,TO,Usado,Livre,852,85.42,0,2023-06-01,2024-12-01,19,53,Norte,8.52,8.542,5.0,12.206072645530174
5721,2023-05-13,104321.2,14303.08,9.36,360,Até 3 SM,AL,Novo,FGTS,515,87.94,0,2023-06-01,2024-12-01,19,85,Nordeste,5.15,8.794,6.0,11.555229880161805
5722,2023-05-13,249113.47,33342.61,4.35,360,Até 3 SM,MA,Novo,MCMV,585,88.2,1,2023-06-01,2024-12-01,19,113,Nordeste,5.85,8.82,6.0,12.425663774457098
5723,2023-05-13,120107.37,13820.37,6.96,180,Até 3 SM,RJ,Novo,MCMV,699,89.68,1,2023-06-01,2024-12-01,19,163,Sudeste,6.99,8.968,3.0,11.696141371714013
5724,2023-05-13,113994.73,15909.35,5.82,360,Até 3 SM,GO,Usado,MCMV,715,87.75,1,2023-06-01,2024-12-01,19,178,Centro-Oeste,7.15,8.775,6.0,11.643907498237906
5725,2023-05-13,253244.03,73118.7,7.08,240,Acima de 10 SM,PR,Novo,FGTS,713,77.6,0,2023-06-01,2024-12-01,19,51,Sul,7.13,7.76,4.0,12.442108848289141
5726,2023-05-13,184093.43,20584.05,9.03,180,Até 3 SM,MG,Usado,FGTS,704,89.94,0,2023-06-01,2024-12-01,19,47,Sudeste,7.04,8.994,3.0,12.123198679457808
5727,2023-05-13,110023.91,23584.87,6.23,120,3 a 6 SM,MG,Novo,MCMV,695,82.35,0,2023-06-01,2024-12-01,19,81,Sudeste,6.95,8.235,2.0,11.608452984790864
5728,2023-05-13,282482.79,48536.83,9.09,180,Até 3 SM,MG,Novo,FGTS,609,85.34,1,2023-06-01,2024-12-01,19,139,Sudeste,6.09,8.534,3.0,12.55137290735893
5729,2023-05-13,187286.97,22414.25,6.27,240,Até 3 SM,MA,Novo,MCMV,715,89.31,1,2023-06-01,2024-12-01,19,140,Nordeste,7.15,8.931000000000001,4.0,12.14039731847354
5730,2023-05-13,321774.96,94800.06,9.28,360,Acima de 10 SM,RJ,Usado,FGTS,710,77.24,0,2023-06-01,2024-12-01,19,29,Sudeste,7.1,7.723999999999999,6.0,12.681607698207106
5731,2023-05-13,225054.47,32934.56,9.6,300,3 a 6 SM,SP,Novo,Livre,539,87.23,1,2023-06-01,2024-12-01,19,120,Sudeste,5.39,8.723,5.0,12.32409774077666
5732,2023-05-13,229254.83,73927.98,8.63,360,Acima de 10 SM,MG,Novo,FGTS,666,75.62,0,2023-06-01,2024-12-01,19,0,Sudeste,6.66,7.562,6.0,12.34258945859906
5733,2023-05-13,161246.41,24985.55,8.77,360,Até 3 SM,RJ,Novo,FGTS,575,86.58,1,2023-06-01,2024-12-01,19,107,Sudeste,5.75,8.658,6.0,11.99068897084429
5734,2023-05-13,138053.18,21670.42,7.5,360,3 a 6 SM,BA,Novo,FGTS,683,86.43,1,2023-06-01,2024-12-01,19,143,Nordeste,6.83,8.643,6.0,11.835394252225194
5735,2023-05-13,135739.83,20673.62,6.39,300,Até 3 SM,SC,Novo,MCMV,662,86.78,1,2023-06-01,2024-12-01,19,151,Sul,6.62,8.678,5.0,11.818495317862682
5736,2023-05-13,151005.74,18187.21,8.24,300,Até 3 SM,RJ,Usado,FGTS,544,89.25,1,2023-06-01,2024-12-01,19,120,Sudeste,5.44,8.925,5.0,11.925073128319609
5737,2023-05-13,234133.94,55277.16,9.2,180,6 a 10 SM,SP,Usado,FGTS,760,80.9,0,2023-06-01,2024-12-01,19,26,Sudeste,7.6,8.09,3.0,12.36364862374775
5738,2023-05-13,122215.72,18374.05,5.9,180,Até 3 SM,PA,Usado,MCMV,649,86.93,0,2023-06-01,2024-12-01,19,82,Norte,6.49,8.693000000000001,3.0,11.713542959017209
5739,2023-05-13,286587.84,73773.01,9.09,360,6 a 10 SM,SP,Novo,Livre,645,79.53,1,2023-06-01,2024-12-01,19,143,Sudeste,6.45,7.953,6.0,12.565800365004359
5740,2023-05-14,112220.58,16367.99,6.79,360,Até 3 SM,PB,Novo,MCMV,629,87.27,1,2023-06-01,2024-12-01,19,168,Nordeste,6.29,8.727,6.0,11.628221677710783
5741,2023-05-14,216620.59,32010.09,7.24,300,3 a 6 SM,AC,Novo,FGTS,476,87.13,1,2023-06-01,2024-12-01,19,124,Norte,4.76,8.713,5.0,12.285902669049577
5742,2023-05-14,155979.96,34146.91,6.42,120,3 a 6 SM,PA,Usado,MCMV,607,82.04,1,2023-06-01,2024-12-01,19,144,Norte,6.07,8.204,2.0,11.957482816441322
5743,2023-05-14,220309.85,83221.57,9.03,240,Acima de 10 SM,MT,Novo,FGTS,786,72.58,0,2023-06-01,2024-12-01,19,7,Centro-Oeste,7.86,7.258,4.0,12.302790243547589
5744,2023-05-14,214279.35,57699.38,7.62,180,6 a 10 SM,RS,Novo,FGTS,682,78.79,0,2023-06-01,2024-12-01,19,77,Sul,6.82,7.8790000000000004,3.0,12.275035816576072
5745,2023-05-14,238513.97,39785.28,9.15,360,Até 3 SM,RJ,Novo,FGTS,616,85.7,1,2023-06-01,2024-12-01,19,148,Sudeste,6.16,8.57,6.0,12.382183162018599
5746,2023-05-14,208151.65,54428.69,8.24,360,6 a 10 SM,TO,Usado,FGTS,746,79.27,0,2023-06-01,2024-12-01,19,50,Norte,7.46,7.927,6.0,12.246022179567442
5747,2023-05-14,310309.33,48733.97,9.96,120,3 a 6 SM,SE,Usado,Livre,740,86.43,0,2023-06-01,2024-12-01,19,30,Nordeste,7.4,8.643,2.0,12.64532491766089
5748,2023-05-14,182059.79,33404.36,7.46,360,3 a 6 SM,MA,Novo,FGTS,586,84.5,1,2023-06-01,2024-12-01,19,125,Nordeste,5.86,8.45,6.0,12.112090428592724
5749,2023-05-14,227341.0,39040.26,9.36,300,Até 3 SM,BA,Novo,FGTS,474,85.34,0,2023-06-01,2024-12-01,19,53,Nordeste,4.74,8.534,5.0,12.334206371929012
5750,2023-05-14,277496.85,45334.95,8.13,360,Até 3 SM,MG,Usado,FGTS,470,85.96,0,2023-06-01,2024-12-01,19,82,Sudeste,4.7,8.596,6.0,12.533564860752847
5751,2023-05-14,169783.48,41399.38,7.84,360,3 a 6 SM,RJ,Novo,FGTS,671,80.4,0,2023-06-01,2024-12-01,19,7,Sudeste,6.71,8.040000000000001,6.0,12.042279257195808
5752,2023-05-14,114611.84,13758.76,5.32,180,Até 3 SM,MS,Usado,MCMV,622,89.28,1,2023-06-01,2024-12-01,19,161,Centro-Oeste,6.22,8.928,3.0,11.649306393807384
5753,2023-05-14,162465.81,37241.34,6.43,360,3 a 6 SM,RO,Novo,MCMV,613,81.35,1,2023-06-01,2024-12-01,19,119,Norte,6.13,8.135,6.0,11.998222858614744
5754,2023-05-15,120173.82,28378.17,5.43,240,3 a 6 SM,MG,Usado,MCMV,582,80.9,1,2023-06-01,2024-12-01,19,127,Sudeste,5.82,8.09,4.0,11.696694473700017
5755,2023-05-15,227367.84,45280.25,7.13,360,3 a 6 SM,MG,Usado,FGTS,692,83.39,0,2023-06-01,2024-12-01,19,25,Sudeste,6.92,8.339,6.0,12.334324425495032
5756,2023-05-15,205754.16,67125.76,9.08,300,6 a 10 SM,MG,Novo,FGTS,756,75.4,1,2023-06-01,2024-12-01,19,178,Sudeste,7.56,7.540000000000001,5.0,12.23443733704695
5757,2023-05-15,106493.11,21517.46,8.73,240,3 a 6 SM,SP,Novo,FGTS,577,83.19,0,2023-06-01,2024-12-01,19,51,Sudeste,5.77,8.318999999999999,4.0,11.575835567203136
5758,2023-05-15,80000.0,11471.22,4.21,180,3 a 6 SM,SP,Novo,MCMV,606,87.46,1,2023-06-01,2024-12-01,19,138,Sudeste,6.06,8.745999999999999,3.0,11.289781913656018
5759,2023-05-15,113123.55,13439.41,8.28,240,Até 3 SM,AL,Usado,FGTS,655,89.38,0,2023-06-01,2024-12-01,19,63,Nordeste,6.55,8.937999999999999,4.0,11.636235863240522
5760,2023-05-15,230272.72,44990.68,11.65,240,3 a 6 SM,MG,Usado,Livre,668,83.66,1,2023-06-01,2024-12-01,19,120,Sudeste,6.68,8.366,4.0,12.347019624602337
5761,2023-05-15,326148.57,92029.13,7.99,360,6 a 10 SM,PE,Usado,FGTS,582,77.99,0,2023-06-01,2024-12-01,19,28,Nordeste,5.82,7.7989999999999995,6.0,12.695108292728964
5762,2023-05-15,183325.18,28653.0,7.41,360,Até 3 SM,PE,Usado,FGTS,850,86.48,1,2023-06-01,2024-12-01,19,130,Nordeste,8.5,8.648,6.0,12.119016794824331
5763,2023-05-15,130630.47,25835.97,9.47,180,3 a 6 SM,SP,Novo,FGTS,599,83.49,1,2023-06-01,2024-12-01,19,115,Sudeste,5.99,8.349,3.0,11.78012777642254
5764,2023-05-15,200000.0,35504.55,9.32,300,3 a 6 SM,SP,Usado,Livre,676,84.92,1,2023-06-01,2024-12-01,19,146,Sudeste,6.76,8.492,5.0,12.206072645530174
5765,2023-05-15,200000.0,31681.49,11.9,120,3 a 6 SM,RJ,Novo,Livre,668,86.33,1,2023-06-01,2024-12-01,19,125,Sudeste,6.68,8.633,2.0,12.206072645530174
5766,2023-05-16,113792.77,13356.33,5.86,300,Até 3 SM,TO,Usado,MCMV,522,89.5,1,2023-06-01,2024-12-01,19,123,Norte,5.22,8.95,5.0,11.64213426614291
5767,2023-05-16,103200.12,12203.93,5.52,300,Até 3 SM,SP,Usado,MCMV,553,89.43,0,2023-06-01,2024-12-01,19,90,Sudeste,5.53,8.943000000000001,5.0,11.544425294819622
5768,2023-05-16,124217.04,20441.96,5.98,300,Até 3 SM,CE,Novo,MCMV,746,85.87,1,2023-06-01,2024-12-01,19,112,Nordeste,7.46,8.587,5.0,11.729785637138354
5769,2023-05-16,226681.02,53757.14,10.88,360,3 a 6 SM,SP,Usado,Livre,624,80.83,0,2023-06-01,2024-12-01,19,76,Sudeste,6.24,8.083,6.0,12.331299110008741
5770,2023-05-16,104948.11,17617.35,5.06,300,Até 3 SM,DF,Usado,MCMV,536,85.63,0,2023-06-01,2024-12-01,19,60,Centro-Oeste,5.36,8.562999999999999,5.0,11.56122131651111
5771,2023-05-16,128190.25,20251.36,8.79,240,3 a 6 SM,SP,Novo,FGTS,582,86.36,0,2023-06-01,2024-12-01,19,90,Sudeste,5.82,8.636,4.0,11.761270767534405
5772,2023-05-16,149155.49,33110.58,8.75,300,3 a 6 SM,DF,Usado,FGTS,617,81.83,0,2023-06-01,2024-12-01,19,59,Centro-Oeste,6.17,8.183,5.0,11.912744597847439
5773,2023-05-16,232351.0,43225.44,10.67,180,3 a 6 SM,MG,Usado,Livre,475,84.31,1,2023-06-01,2024-12-01,19,131,Sudeste,4.75,8.431000000000001,3.0,12.35600443835581
5774,2023-05-16,281798.38,74241.71,8.29,300,6 a 10 SM,RR,Usado,FGTS,597,79.15,1,2023-06-01,2024-12-01,19,170,Norte,5.97,7.915000000000001,5.0,12.548947129672209
5775,2023-05-16,80062.64,12719.49,6.08,360,3 a 6 SM,RJ,Novo,MCMV,656,86.29,0,2023-06-01,2024-12-01,19,26,Sudeste,6.56,8.629000000000001,6.0,11.290564607271442
5776,2023-05-16,96541.54,16791.97,5.29,120,Até 3 SM,RJ,Usado,MCMV,640,85.18,0,2023-06-01,2024-12-01,19,16,Sudeste,6.4,8.518,2.0,11.477728661024274
5777,2023-05-16,125732.42,28550.78,8.44,240,3 a 6 SM,RO,Usado,FGTS,652,81.49,0,2023-06-01,2024-12-01,19,82,Norte,6.52,8.149,4.0,11.741911276996046
5778,2023-05-16,175164.27,42702.04,4.06,120,3 a 6 SM,RJ,Usado,MCMV,771,80.4,0,2023-06-01,2024-12-01,19,36,Sudeste,7.71,8.040000000000001,2.0,12.073479498330009
5779,2023-05-16,263713.67,100700.92,8.29,300,Acima de 10 SM,SP,Novo,FGTS,781,72.37,0,2023-06-01,2024-12-01,19,89,Sudeste,7.81,7.237,5.0,12.482619210208997
5780,2023-05-16,107454.3,17313.58,7.7,120,3 a 6 SM,RS,Usado,FGTS,705,86.12,0,2023-06-01,2024-12-01,19,51,Sul,7.05,8.612,2.0,11.584820919883242
5781,2023-05-17,200000.0,41634.23,11.16,240,3 a 6 SM,RJ,Novo,Livre,567,82.77,1,2023-06-01,2024-12-01,19,167,Sudeste,5.67,8.277,4.0,12.206072645530174
5782,2023-05-17,130174.86,20531.03,7.6,360,Até 3 SM,RJ,Novo,FGTS,517,86.38,0,2023-06-01,2024-12-01,19,49,Sudeste,5.17,8.638,6.0,11.7766339025552
5783,2023-05-17,146657.79,20669.24,8.55,300,Até 3 SM,SP,Novo,FGTS,608,87.65,0,2023-06-01,2024-12-01,19,45,Sudeste,6.08,8.765,5.0,11.895857192667487
5784,2023-05-17,133944.08,18612.63,7.46,300,Até 3 SM,SP,Novo,FGTS,646,87.8,1,2023-06-01,2024-12-01,19,101,Sudeste,6.46,8.78,5.0,11.80517767840073
5785,2023-05-17,148194.22,17402.54,6.7,240,Até 3 SM,DF,Usado,MCMV,598,89.49,1,2023-06-01,2024-12-01,19,144,Centro-Oeste,5.98,8.949,4.0,11.906278989734023
5786,2023-05-17,81420.32,11976.06,5.59,300,3 a 6 SM,RS,Usado,MCMV,689,87.18,0,2023-06-01,2024-12-01,19,85,Sul,6.89,8.718,5.0,11.307380152287518
5787,2023-05-17,120483.76,27273.9,5.17,360,3 a 6 SM,MA,Novo,MCMV,644,81.54,1,2023-06-01,2024-12-01,19,143,Nordeste,6.44,8.154,6.0,11.699270251046082
5788,2023-05-17,238219.43,67579.74,8.1,360,Acima de 10 SM,SP,Novo,FGTS,668,77.9,0,2023-06-01,2024-12-01,19,0,Sudeste,6.68,7.790000000000001,6.0,12.380947502685828
5789,2023-05-17,100008.36,15091.25,5.02,300,Até 3 SM,SP,Novo,MCMV,537,86.89,1,2023-06-01,2024-12-01,19,114,Sudeste,5.37,8.689,5.0,11.513009061475943
5790,2023-05-17,193725.54,23817.87,7.39,120,Até 3 SM,PE,Usado,FGTS,498,89.05,1,2023-06-01,2024-12-01,19,150,Nordeste,4.98,8.905,2.0,12.174197694084713
5791,2023-05-18,130583.04,21751.71,7.61,300,Até 3 SM,RJ,Novo,FGTS,656,85.72,0,2023-06-01,2024-12-01,19,69,Sudeste,6.56,8.572,5.0,11.779764625217066
5792,2023-05-18,104217.03,14214.02,4.13,360,Até 3 SM,MG,Usado,MCMV,533,88.0,0,2023-06-01,2024-12-01,19,66,Sudeste,5.33,8.8,6.0,11.55423083064782
5793,2023-05-18,108950.92,14728.24,8.96,120,Até 3 SM,SP,Novo,FGTS,556,88.09,0,2023-06-01,2024-12-01,19,44,Sudeste,5.56,8.809000000000001,2.0,11.59865278457759
5794,2023-05-18,131493.78,22991.15,6.44,360,Até 3 SM,CE,Usado,MCMV,644,85.12,1,2023-06-01,2024-12-01,19,125,Nordeste,6.44,8.512,6.0,11.78671482910103
5795,2023-05-18,179185.1,27017.96,7.57,120,Até 3 SM,MA,Novo,FGTS,496,86.9,1,2023-06-01,2024-12-01,19,149,Nordeste,4.96,8.690000000000001,2.0,12.096174628744608
5796,2023-05-18,200000.0,41205.89,10.43,120,3 a 6 SM,CE,Novo,Livre,605,82.92,1,2023-06-01,2024-12-01,19,128,Nordeste,6.05,8.292,2.0,12.206072645530174
5797,2023-05-18,425299.45,131043.39,11.5,180,Acima de 10 SM,MG,Novo,Livre,737,76.45,1,2023-06-01,2024-12-01,19,120,Sudeste,7.37,7.6450000000000005,3.0,12.960548788036093
5798,2023-05-18,130055.05,17153.73,6.01,360,Até 3 SM,SP,Usado,MCMV,663,88.35,0,2023-06-01,2024-12-01,19,58,Sudeste,6.63,8.834999999999999,6.0,11.775713101341648
5799,2023-05-18,118791.94,19109.19,9.24,180,3 a 6 SM,RS,Usado,FGTS,622,86.14,1,2023-06-01,2024-12-01,19,180,Sul,6.22,8.614,3.0,11.685128838491252
5800,2023-05-18,199832.72,61913.51,7.6,300,6 a 10 SM,SP,Usado,FGTS,676,76.35,1,2023-06-01,2024-12-01,19,128,Sudeste,6.76,7.635,5.0,12.205235895552532
5801,2023-05-18,173630.62,29703.13,4.04,360,3 a 6 SM,AL,Usado,MCMV,648,85.39,1,2023-06-01,2024-12-01,19,128,Nordeste,6.48,8.539,6.0,12.064685448143305
5802,2023-05-18,115770.41,20184.76,8.71,360,3 a 6 SM,DF,Usado,FGTS,589,85.15,0,2023-06-01,2024-12-01,19,0,Centro-Oeste,5.89,8.515,6.0,11.65936428469821
5803,2023-05-18,131617.83,30653.29,9.11,300,3 a 6 SM,PR,Usado,FGTS,746,81.11,0,2023-06-01,2024-12-01,19,85,Sul,7.46,8.111,5.0,11.787657775018099
5804,2023-05-18,167158.47,20379.56,7.68,360,Até 3 SM,RS,Novo,FGTS,627,89.13,0,2023-06-01,2024-12-01,19,49,Sul,6.27,8.913,6.0,12.02669756361257
5805,2023-05-18,135393.03,15605.6,5.03,240,Até 3 SM,MG,Novo,MCMV,528,89.67,1,2023-06-01,2024-12-01,19,108,Sudeste,5.28,8.967,4.0,11.815937161030446
5806,2023-05-19,200000.0,39727.28,11.86,300,3 a 6 SM,PB,Usado,Livre,563,83.43,1,2023-06-01,2024-12-01,19,125,Nordeste,5.63,8.343,5.0,12.206072645530174
